Name,CPU,vCPUs,NUMA Nodes,Memory,Avg Score,StdDev,StdDev%,#Runs
Standard_DC48s_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,1221232,25082,2.05%,63
Standard_DC1ds_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,1,1,7.8,29130,66,0.23%,42
Standard_DC2ds_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,55911,207,0.37%,56
Standard_DC4ds_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,111549,745,0.67%,56
Standard_DC8ds_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,220223,2067,0.94%,42
Standard_DC16ds_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,440580,3915,0.89%,63
Standard_DC24ds_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,24,1,188.7,656455,9830,1.50%,56
Standard_DC32ds_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,848418,18613,2.19%,35
Standard_DC48ds_v3,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,1228361,21388,1.74%,35
Standard_DC1s_v2,Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,1,1,4.0,34418,162,0.47%,77
Standard_DC2s_v2,Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,2,1,8.0,68562,758,1.11%,77
Standard_DC4s_v2,Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,4,1,16.0,133836,1964,1.47%,77
Standard_DC8_v2,Intel(R) Xeon(R) E-2288G CPU @ 3.70GHz,8,1,32.0,252047,3051,1.21%,77
Standard_DC2s,Intel(R) Xeon(R) E-2176G CPU @ 3.70GHz,2,1,8.0,63426,391,0.62%,28
Standard_DC4s,Intel(R) Xeon(R) E-2176G CPU @ 3.70GHz,4,1,16.0,124015,410,0.33%,21
