"Name","API Name","Instance Memory","vCPUs","Memory per vCPU","GPUs","Storage","Linux On Demand cost","Linux Savings Plan","Linux Reserved cost","Linux Spot cost","Windows On Demand cost","Windows Savings Plan","Windows Reserved cost","Windows Spot cost"
"E96bs v5","E96bs v5","672 GiB","96","7 GiB/vCPU","0","0 GiB","$7.152 hourly","","","$1.5062 hourly","$11.568 hourly","","","$2.4362 hourly"
"E96bs v6","E96bs v6","768 GiB","96","8 GiB/vCPU","0","0 GiB","$8.371 hourly","","","$1.6742 hourly","$12.787 hourly","","","$2.5574 hourly"
"E96ds v5","E96ds v5","672 GiB","96","7 GiB/vCPU","0","3600 GiB","$6.912 hourly","","","$1.4536 hourly","$11.328 hourly","","","$2.3823 hourly"
"E96ds v6","E96ds v6","768 GiB","96","8 GiB/vCPU","0","5280 GiB","$7.849 hourly","","","$1.6389 hourly","$12.265 hourly","","","$2.5609 hourly"
"E96ds v7","E96ds v7","768 GiB","96","8 GiB/vCPU","0","5280 GiB","$9.979 hourly","","","$1.9958 hourly","$14.395 hourly","","","$2.879 hourly"
"E96d v5","E96d v5","672 GiB","96","7 GiB/vCPU","0","3600 GiB","$6.912 hourly","","","$1.4536 hourly","$11.328 hourly","","","$2.3823 hourly"
"E96nds v6","E96nds v4","768 GiB","96","8 GiB/vCPU","0","5280 GiB","$9.379 hourly","","","$1.9583 hourly","$13.795 hourly","","","$2.8804 hourly"
"E96ns v6","E96ns v4","768 GiB","96","8 GiB/vCPU","0","0 GiB","$8.368 hourly","","","$1.7355 hourly","$12.784 hourly","","","$2.6514 hourly"
"Standard E96pds v6","E96pds v6","672 GiB","96","7 GiB/vCPU","0","5280 GiB","$5.616 hourly","","","$1.9544 hourly","","","",""
"Standard E96ps v6","E96ps v6","672 GiB","96","7 GiB/vCPU","0","0 GiB","$4.426 hourly","","","$1.5402 hourly","","","",""
"E96s v5","E96s v5","672 GiB","96","7 GiB/vCPU","0","0 GiB","$6.048 hourly","","","$1.2737 hourly","$10.464 hourly","","","$2.2037 hourly"
"E96s v6","E96s v6","768 GiB","96","8 GiB/vCPU","0","0 GiB","$6.35 hourly","","","$1.317 hourly","$10.766 hourly","","","$2.2329 hourly"
"E96s v7","E96s v7","768 GiB","96","8 GiB/vCPU","0","0 GiB","$8.336 hourly","","","$1.6672 hourly","$12.752 hourly","","","$2.5504 hourly"
"E96 v5","E96 v5","672 GiB","96","7 GiB/vCPU","0","0 GiB","$6.048 hourly","","","$1.2737 hourly","$10.464 hourly","","","$2.2037 hourly"
"EC128eds v6","EC128eds v6","1024 GiB","128","8 GiB/vCPU","0","7040 GiB","$10.465 hourly","","","$2.093 hourly","$16.353 hourly","","","$3.2706 hourly"
"EC128es v6","EC128es v6","1024 GiB","128","8 GiB/vCPU","0","0 GiB","$8.467 hourly","","","$1.6934 hourly","$14.355 hourly","","","$2.871 hourly"
"EC16ads v5","EC16ads v5","128 GiB","16","8 GiB/vCPU","0","600 GiB","$1.048 hourly","","","$0.2212 hourly","$1.784 hourly","","","$0.3766 hourly"
"EC16ads v6","EC16ads v6","128 GiB","16","8 GiB/vCPU","0","600 GiB","$1.162 hourly","","","$0.2452 hourly","$1.898 hourly","","","$0.4005 hourly"
"EC16as v5","EC16as v5","128 GiB","16","8 GiB/vCPU","0","0 GiB","$0.904 hourly","","","$0.1908 hourly","$1.64 hourly","","","$0.3462 hourly"
"EC16as v6","EC16as v6","128 GiB","16","8 GiB/vCPU","0","0 GiB","$0.954 hourly","","","$0.2013 hourly","$1.69 hourly","","","$0.3566 hourly"
"EC16eds v6","EC16eds v6","128 GiB","16","8 GiB/vCPU","0","880 GiB","$1.308 hourly","","","$0.2417 hourly","$2.044 hourly","","","$0.3777 hourly"
"EC16es v6","EC16es v6","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.058 hourly","","","$0.1955 hourly","$1.794 hourly","","","$0.3315 hourly"
"EC20ads v5","EC20ads v5","160 GiB","20","8 GiB/vCPU","0","750 GiB","$1.31 hourly","","","$0.2765 hourly","$2.23 hourly","","","$0.4708 hourly"
"EC20as v5","EC20as v5","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.13 hourly","","","$0.2385 hourly","$2.05 hourly","","","$0.4328 hourly"
"EC2ads v5","EC2ads v5","16 GiB","2","8 GiB/vCPU","0","75 GiB","$0.131 hourly","","","$0.0277 hourly","$0.223 hourly","","","$0.0471 hourly"
"EC2ads v6","EC2ads v6","16 GiB","2","8 GiB/vCPU","0","75 GiB","$0.145 hourly","","","$0.0306 hourly","$0.237 hourly","","","$0.05 hourly"
"EC2as v5","EC2as v5","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.113 hourly","","","$0.0239 hourly","$0.205 hourly","","","$0.0433 hourly"
"EC2as v6","EC2as v6","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.119 hourly","","","$0.0251 hourly","$0.211 hourly","","","$0.0445 hourly"
"EC2eds v6","EC2eds v6","16 GiB","2","8 GiB/vCPU","0","110 GiB","$0.164 hourly","","","$0.0303 hourly","$0.256 hourly","","","$0.0473 hourly"
"EC2es v6","EC2es v6","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.132 hourly","","","$0.0244 hourly","$0.224 hourly","","","$0.0414 hourly"
"EC32ads v5","EC32ads v5","192 GiB","32","6 GiB/vCPU","0","1200 GiB","$2.096 hourly","","","$0.4425 hourly","$3.568 hourly","","","$0.7532 hourly"
"EC32ads v6","EC32ads v6","192 GiB","32","6 GiB/vCPU","0","1200 GiB","$2.323 hourly","","","$0.4902 hourly","$3.795 hourly","","","$0.8007 hourly"
"EC32as v5","EC32as v5","192 GiB","32","6 GiB/vCPU","0","0 GiB","$1.808 hourly","","","$0.3817 hourly","$3.28 hourly","","","$0.6924 hourly"
"EC32as v6","EC32as v6","192 GiB","32","6 GiB/vCPU","0","0 GiB","$1.907 hourly","","","$0.4024 hourly","$3.379 hourly","","","$0.713 hourly"
"EC32eds v6","EC32eds v6","256 GiB","32","8 GiB/vCPU","0","1760 GiB","$2.616 hourly","","","$0.4834 hourly","$4.088 hourly","","","$0.7555 hourly"
"EC32es v6","EC32es v6","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.117 hourly","","","$0.3912 hourly","$3.589 hourly","","","$0.6632 hourly"
"EC48ads v5","EC48ads v5","384 GiB","48","8 GiB/vCPU","0","1800 GiB","$3.144 hourly","","","$0.6637 hourly","$5.352 hourly","","","$1.1298 hourly"
"EC48ads v6","EC48ads v6","256 GiB","48","5.33 GiB/vCPU","0","1800 GiB","$3.485 hourly","","","$0.7353 hourly","$5.693 hourly","","","$1.2012 hourly"
"EC48as v5","EC48as v5","384 GiB","48","8 GiB/vCPU","0","0 GiB","$2.712 hourly","","","$0.5725 hourly","$4.92 hourly","","","$1.0386 hourly"
"EC48as v6","EC48as v6","256 GiB","48","5.33 GiB/vCPU","0","0 GiB","$2.861 hourly","","","$0.6037 hourly","$5.069 hourly","","","$1.0696 hourly"
"EC48eds v6","EC48eds v6","384 GiB","48","8 GiB/vCPU","0","2640 GiB","$3.924 hourly","","","$0.7252 hourly","$6.132 hourly","","","$1.1332 hourly"
"EC48es v6","EC48es v6","384 GiB","48","8 GiB/vCPU","0","0 GiB","$3.175 hourly","","","$0.5867 hourly","$5.383 hourly","","","$0.9948 hourly"
"EC4ads v5","EC4ads v5","32 GiB","4","8 GiB/vCPU","0","150 GiB","$0.262 hourly","","","$0.0553 hourly","$0.446 hourly","","","$0.0942 hourly"
"EC4ads v6","EC4ads v6","32 GiB","4","8 GiB/vCPU","0","150 GiB","$0.29 hourly","","","$0.0612 hourly","$0.474 hourly","","","$0.10 hourly"
"EC4as v5","EC4as v5","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.226 hourly","","","$0.0477 hourly","$0.41 hourly","","","$0.0866 hourly"
"EC4as v6","EC4as v6","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.238 hourly","","","$0.0502 hourly","$0.422 hourly","","","$0.089 hourly"
"EC4eds v6","EC4eds v6","32 GiB","4","8 GiB/vCPU","0","220 GiB","$0.327 hourly","","","$0.0604 hourly","$0.511 hourly","","","$0.0944 hourly"
"EC4es v6","EC4es v6","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.265 hourly","","","$0.049 hourly","$0.449 hourly","","","$0.083 hourly"
"EC64ads v5","EC64ads v5","512 GiB","64","8 GiB/vCPU","0","2400 GiB","$4.192 hourly","","","$0.8849 hourly","$7.136 hourly","","","$1.5064 hourly"
"EC64ads v6","EC64ads v6","384 GiB","64","6 GiB/vCPU","0","2400 GiB","$4.646 hourly","","","$0.9803 hourly","$7.59 hourly","","","$1.6015 hourly"
"EC64as v5","EC64as v5","512 GiB","64","8 GiB/vCPU","0","0 GiB","$3.616 hourly","","","$0.7633 hourly","$6.56 hourly","","","$1.3848 hourly"
"EC64as v6","EC64as v6","384 GiB","64","6 GiB/vCPU","0","0 GiB","$3.814 hourly","","","$0.8048 hourly","$6.758 hourly","","","$1.4259 hourly"
"EC64eds v6","EC64eds v6","512 GiB","64","8 GiB/vCPU","0","3520 GiB","$5.233 hourly","","","$0.9671 hourly","$8.177 hourly","","","$1.5111 hourly"
"EC64es v6","EC64es v6","512 GiB","64","8 GiB/vCPU","0","0 GiB","$4.234 hourly","","","$0.7824 hourly","$7.178 hourly","","","$1.3265 hourly"
"EC8ads v5","EC8ads v5","64 GiB","8","8 GiB/vCPU","0","300 GiB","$0.524 hourly","","","$0.1106 hourly","$0.892 hourly","","","$0.1883 hourly"
"EC8ads v6","EC8ads v6","64 GiB","8","8 GiB/vCPU","0","300 GiB","$0.581 hourly","","","$0.1226 hourly","$0.949 hourly","","","$0.2002 hourly"
"EC8as v5","EC8as v5","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.452 hourly","","","$0.0954 hourly","$0.82 hourly","","","$0.1731 hourly"
"EC8as v6","EC8as v6","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.477 hourly","","","$0.1006 hourly","$0.845 hourly","","","$0.1783 hourly"
"EC8eds v6","EC8eds v6","64 GiB","8","8 GiB/vCPU","0","440 GiB","$0.654 hourly","","","$0.1209 hourly","$1.022 hourly","","","$0.1889 hourly"
"EC8es v6","EC8es v6","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.529 hourly","","","$0.0978 hourly","$0.897 hourly","","","$0.1658 hourly"
"EC96ads v5","EC96ads v5","672 GiB","96","7 GiB/vCPU","0","2400 GiB","$6.288 hourly","","","$1.3274 hourly","$10.704 hourly","","","$2.2596 hourly"
"EC96ads v6","EC96ads v6","672 GiB","96","7 GiB/vCPU","0","3600 GiB","$6.97 hourly","","","$1.4707 hourly","$11.386 hourly","","","$2.4024 hourly"
"EC96as v5","EC96as v5","672 GiB","96","7 GiB/vCPU","0","0 GiB","$5.424 hourly","","","$1.145 hourly","$9.84 hourly","","","$2.0772 hourly"
"EC96as v6","EC96as v6","672 GiB","96","7 GiB/vCPU","0","0 GiB","$5.722 hourly","","","$1.2073 hourly","$10.138 hourly","","","$2.1391 hourly"
"EC96iads v5","EC96iads v5","672 GiB","96","7 GiB/vCPU","0","2400 GiB","$6.917 hourly","","","$1.4602 hourly","$11.333 hourly","","","$2.3924 hourly"
"EC96ias v5","EC96ias v5","672 GiB","96","7 GiB/vCPU","0","0 GiB","$5.966 hourly","","","$1.2594 hourly","$10.382 hourly","","","$2.1916 hourly"
"F1","F1","2 GiB","1","2 GiB/vCPU","0","16 GiB","$0.0497 hourly","","","$0.0097 hourly","$0.0957 hourly","","","$0.0188 hourly"
"F16","F16","32 GiB","16","2 GiB/vCPU","0","256 GiB","$1.432 hourly","","","$0.2646 hourly","$1.532 hourly","","","$0.3003 hourly"
"F16ads v7","F16ads v7","64 GiB","16","4 GiB/vCPU","0","1760 GiB","$1.372 hourly","","","$0.2535 hourly","$2.108 hourly","","","$0.3896 hourly"
"F16alds v7","F16alds v7","32 GiB","16","2 GiB/vCPU","0","1760 GiB","$1.145 hourly","","","$0.2116 hourly","$1.881 hourly","","","$0.3476 hourly"
"F16als v6","F16als v6","32 GiB","16","2 GiB/vCPU","0","0 GiB","$0.968 hourly","","","$0.2098 hourly","$1.704 hourly","","","$0.3703 hourly"
"F16als v7","F16als v7","32 GiB","16","2 GiB/vCPU","0","0 GiB","$0.968 hourly","","","$0.1789 hourly","$1.704 hourly","","","$0.3149 hourly"
"F16amds v7","F16amds v7","128 GiB","16","8 GiB/vCPU","0","1760 GiB","$1.744 hourly","","","$0.3223 hourly","$2.48 hourly","","","$0.4583 hourly"
"F16ams v6","F16ams v6","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.432 hourly","","","$0.3103 hourly","$2.168 hourly","","","$0.4711 hourly"
"F16ams v7","F16ams v7","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.432 hourly","","","$0.2646 hourly","$2.168 hourly","","","$0.4006 hourly"
"F16as v6","F16as v6","64 GiB","16","4 GiB/vCPU","0","0 GiB","$1.093 hourly","","","$0.2369 hourly","$1.829 hourly","","","$0.3974 hourly"
"F16as v7","F16as v7","64 GiB","16","4 GiB/vCPU","0","0 GiB","$1.093 hourly","","","$0.202 hourly","$1.829 hourly","","","$0.338 hourly"
"F16s","F16s","32 GiB","16","2 GiB/vCPU","0","64 GiB","$0.796 hourly","","","$0.156 hourly","$1.532 hourly","","","$0.3003 hourly"
"F16s v2","F16s v2","32 GiB","16","2 GiB/vCPU","0","128 GiB","$0.677 hourly","","","$0.1523 hourly","$1.416 hourly","","","$0.3186 hourly"
"F1ads v7","F1ads v7","4 GiB","1","4 GiB/vCPU","0","110 GiB","$0.0858 hourly","","","$0.0159 hourly","$0.132 hourly","","","$0.0244 hourly"
"F1alds v7","F1alds v7","2 GiB","1","2 GiB/vCPU","0","110 GiB","$0.0715 hourly","","","$0.0132 hourly","$0.118 hourly","","","$0.0218 hourly"
"F1als v7","F1als v7","2 GiB","1","2 GiB/vCPU","0","0 GiB","$0.0605 hourly","","","$0.0112 hourly","$0.107 hourly","","","$0.0198 hourly"
"F1amds v7","F1amds v7","8 GiB","1","8 GiB/vCPU","0","110 GiB","$0.109 hourly","","","$0.0201 hourly","$0.155 hourly","","","$0.0286 hourly"
"F1ams v7","F1ams v7","8 GiB","1","8 GiB/vCPU","0","0 GiB","$0.0895 hourly","","","$0.0165 hourly","$0.136 hourly","","","$0.0251 hourly"
"F1as v7","F1as v7","4 GiB","1","4 GiB/vCPU","0","0 GiB","$0.0683 hourly","","","$0.0126 hourly","$0.114 hourly","","","$0.0211 hourly"
"F1s","F1s","2 GiB","1","2 GiB/vCPU","0","4 GiB","$0.0497 hourly","","","$0.0097 hourly","$0.0957 hourly","","","$0.0188 hourly"
"F2","F2","4 GiB","2","2 GiB/vCPU","0","32 GiB","$0.179 hourly","","","$0.0331 hourly","$0.31 hourly","","","$0.0573 hourly"
"F2ads v7","F2ads v7","8 GiB","2","4 GiB/vCPU","0","220 GiB","$0.172 hourly","","","$0.0318 hourly","$0.264 hourly","","","$0.0488 hourly"
"F2alds v7","F2alds v7","4 GiB","2","2 GiB/vCPU","0","220 GiB","$0.143 hourly","","","$0.0264 hourly","$0.235 hourly","","","$0.0434 hourly"
"F2als v6","F2als v6","4 GiB","2","2 GiB/vCPU","0","0 GiB","$0.121 hourly","","","$0.0262 hourly","$0.213 hourly","","","$0.0463 hourly"
"F2als v7","F2als v7","4 GiB","2","2 GiB/vCPU","0","0 GiB","$0.121 hourly","","","$0.0224 hourly","$0.213 hourly","","","$0.0394 hourly"
"F2amds v7","F2amds v7","16 GiB","2","8 GiB/vCPU","0","220 GiB","$0.218 hourly","","","$0.0403 hourly","$0.31 hourly","","","$0.0573 hourly"
"F2ams v6","F2ams v6","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.179 hourly","","","$0.0388 hourly","$0.271 hourly","","","$0.0589 hourly"
"F2ams v7","F2ams v7","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.179 hourly","","","$0.0331 hourly","$0.271 hourly","","","$0.0501 hourly"
"F2as v6","F2as v6","8 GiB","2","4 GiB/vCPU","0","0 GiB","$0.137 hourly","","","$0.0297 hourly","$0.229 hourly","","","$0.0498 hourly"
"F2as v7","F2as v7","8 GiB","2","4 GiB/vCPU","0","0 GiB","$0.137 hourly","","","$0.0253 hourly","$0.229 hourly","","","$0.0423 hourly"
"F2s","F2s","4 GiB","2","2 GiB/vCPU","0","8 GiB","$0.099 hourly","","","$0.0194 hourly","$0.192 hourly","","","$0.0376 hourly"
"F2s v2","F2s v2","4 GiB","2","2 GiB/vCPU","0","16 GiB","$0.0846 hourly","","","$0.019 hourly","$0.177 hourly","","","$0.0398 hourly"
"F32-8ams v7","F32-8ams v7","256 GiB","32","8 GiB/vCPU","0","0 GiB","$3.489 hourly","","","$0.6448 hourly","$4.961 hourly","","","$0.9168 hourly"
"F32ads v7","F32ads v7","128 GiB","32","4 GiB/vCPU","0","3520 GiB","$2.744 hourly","","","$0.5071 hourly","$4.216 hourly","","","$0.7791 hourly"
"F32alds v7","F32alds v7","64 GiB","32","2 GiB/vCPU","0","3520 GiB","$2.29 hourly","","","$0.4232 hourly","$3.762 hourly","","","$0.6952 hourly"
"F32als v6","F32als v6","64 GiB","32","2 GiB/vCPU","0","0 GiB","$1.936 hourly","","","$0.4195 hourly","$3.408 hourly","","","$0.7406 hourly"
"F32als v7","F32als v7","64 GiB","32","2 GiB/vCPU","0","0 GiB","$1.936 hourly","","","$0.3578 hourly","$3.408 hourly","","","$0.6298 hourly"
"F32amds v7","F32amds v7","256 GiB","32","8 GiB/vCPU","0","3520 GiB","$3.489 hourly","","","$0.6448 hourly","$4.961 hourly","","","$0.9168 hourly"
"F32ams v6","F32ams v6","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.864 hourly","","","$0.6206 hourly","$4.336 hourly","","","$0.9422 hourly"
"F32ams v7","F32ams v7","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.864 hourly","","","$0.5293 hourly","$4.336 hourly","","","$0.8013 hourly"
"F32as v6","F32as v6","128 GiB","32","4 GiB/vCPU","0","0 GiB","$2.186 hourly","","","$0.4737 hourly","$3.658 hourly","","","$0.7949 hourly"
"F32as v7","F32as v7","128 GiB","32","4 GiB/vCPU","0","0 GiB","$2.186 hourly","","","$0.404 hourly","$3.658 hourly","","","$0.676 hourly"
"F32s v2","F32s v2","64 GiB","32","2 GiB/vCPU","0","256 GiB","$1.353 hourly","","","$0.3044 hourly","$2.83 hourly","","","$0.6368 hourly"
"F4","F4","8 GiB","4","2 GiB/vCPU","0","64 GiB","$0.358 hourly","","","$0.0662 hourly","$0.542 hourly","","","$0.1002 hourly"
"F48ads v7","F48ads v7","192 GiB","48","4 GiB/vCPU","0","5280 GiB","$4.116 hourly","","","$0.7606 hourly","$6.324 hourly","","","$1.1687 hourly"
"F48alds v7","F48alds v7","96 GiB","48","2 GiB/vCPU","0","5280 GiB","$3.434 hourly","","","$0.6346 hourly","$5.642 hourly","","","$1.0426 hourly"
"F48als v6","F48als v6","96 GiB","48","2 GiB/vCPU","0","0 GiB","$2.904 hourly","","","$0.6293 hourly","$5.112 hourly","","","$1.1108 hourly"
"F48als v7","F48als v7","96 GiB","48","2 GiB/vCPU","0","0 GiB","$2.904 hourly","","","$0.5367 hourly","$5.112 hourly","","","$0.9447 hourly"
"F48amds v7","F48amds v7","384 GiB","48","8 GiB/vCPU","0","5280 GiB","$5.233 hourly","","","$0.9671 hourly","$7.441 hourly","","","$1.3751 hourly"
"F48ams v6","F48ams v6","384 GiB","48","8 GiB/vCPU","0","0 GiB","$4.296 hourly","","","$0.9309 hourly","$6.504 hourly","","","$1.4133 hourly"
"F48ams v7","F48ams v7","384 GiB","48","8 GiB/vCPU","0","0 GiB","$4.296 hourly","","","$0.7939 hourly","$6.504 hourly","","","$1.2019 hourly"
"F48as v6","F48as v6","192 GiB","48","4 GiB/vCPU","0","0 GiB","$3.278 hourly","","","$0.7103 hourly","$5.486 hourly","","","$1.1921 hourly"
"F48as v7","F48as v7","192 GiB","48","4 GiB/vCPU","0","0 GiB","$3.278 hourly","","","$0.6058 hourly","$5.486 hourly","","","$1.0138 hourly"
"F48s v2","F48s v2","96 GiB","48","2 GiB/vCPU","0","384 GiB","$2.03 hourly","","","$0.4568 hourly","$4.24 hourly","","","$0.954 hourly"
"F4ads v7","F4ads v7","16 GiB","4","4 GiB/vCPU","0","440 GiB","$0.343 hourly","","","$0.0634 hourly","$0.527 hourly","","","$0.0974 hourly"
"F4alds v7","F4alds v7","8 GiB","4","2 GiB/vCPU","0","440 GiB","$0.286 hourly","","","$0.0529 hourly","$0.47 hourly","","","$0.0869 hourly"
"F4als v6","F4als v6","8 GiB","4","2 GiB/vCPU","0","0 GiB","$0.242 hourly","","","$0.0524 hourly","$0.426 hourly","","","$0.0926 hourly"
"F4als v7","F4als v7","8 GiB","4","2 GiB/vCPU","0","0 GiB","$0.242 hourly","","","$0.0447 hourly","$0.426 hourly","","","$0.0787 hourly"
"F4amds v7","F4amds v7","32 GiB","4","8 GiB/vCPU","0","440 GiB","$0.436 hourly","","","$0.0806 hourly","$0.62 hourly","","","$0.1146 hourly"
"F4ams v6","F4ams v6","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.358 hourly","","","$0.0776 hourly","$0.542 hourly","","","$0.1178 hourly"
"F4ams v7","F4ams v7","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.358 hourly","","","$0.0662 hourly","$0.542 hourly","","","$0.1002 hourly"
"F4as v6","F4as v6","16 GiB","4","4 GiB/vCPU","0","0 GiB","$0.273 hourly","","","$0.0592 hourly","$0.457 hourly","","","$0.0993 hourly"
"F4as v7","F4as v7","16 GiB","4","4 GiB/vCPU","0","0 GiB","$0.273 hourly","","","$0.0505 hourly","$0.457 hourly","","","$0.0845 hourly"
"F4s","F4s","8 GiB","4","2 GiB/vCPU","0","16 GiB","$0.199 hourly","","","$0.039 hourly","$0.383 hourly","","","$0.0751 hourly"
"F4s v2","F4s v2","8 GiB","4","2 GiB/vCPU","0","32 GiB","$0.169 hourly","","","$0.038 hourly","$0.354 hourly","","","$0.0797 hourly"
"F64-32ams v7","F64-32ams v7","512 GiB","64","8 GiB/vCPU","0","0 GiB","$5.728 hourly","","","$1.0585 hourly","$9.921 hourly","","","$1.8334 hourly"
"F64ads v7","F64ads v7","256 GiB","64","4 GiB/vCPU","0","7040 GiB","$5.488 hourly","","","$1.0142 hourly","$8.432 hourly","","","$1.5582 hourly"
"F64alds v7","F64alds v7","128 GiB","64","2 GiB/vCPU","0","7040 GiB","$4.579 hourly","","","$0.8462 hourly","$7.523 hourly","","","$1.3903 hourly"
"F64als v6","F64als v6","128 GiB","64","2 GiB/vCPU","0","0 GiB","$3.872 hourly","","","$0.8391 hourly","$6.816 hourly","","","$1.4811 hourly"
"F64als v7","F64als v7","128 GiB","64","2 GiB/vCPU","0","0 GiB","$3.872 hourly","","","$0.7155 hourly","$6.816 hourly","","","$1.2596 hourly"
"F64amds v7","F64amds v7","512 GiB","64","8 GiB/vCPU","0","7040 GiB","$6.977 hourly","","","$1.2894 hourly","$9.921 hourly","","","$1.8334 hourly"
"F64ams v6","F64ams v6","512 GiB","64","8 GiB/vCPU","0","0 GiB","$5.728 hourly","","","$1.2413 hourly","$8.672 hourly","","","$1.8844 hourly"
"F64ams v7","F64ams v7","512 GiB","64","8 GiB/vCPU","0","0 GiB","$5.728 hourly","","","$1.0585 hourly","$8.672 hourly","","","$1.6026 hourly"
"F64as v6","F64as v6","256 GiB","64","4 GiB/vCPU","0","0 GiB","$4.371 hourly","","","$0.9472 hourly","$7.315 hourly","","","$1.5896 hourly"
"F64as v7","F64as v7","256 GiB","64","4 GiB/vCPU","0","0 GiB","$4.371 hourly","","","$0.8078 hourly","$7.315 hourly","","","$1.3518 hourly"
"F64s v2","F64s v2","128 GiB","64","2 GiB/vCPU","0","512 GiB","$2.706 hourly","","","$0.6089 hourly","$5.66 hourly","","","$1.2735 hourly"
"F72s v2","F72s v2","144 GiB","72","2 GiB/vCPU","0","576 GiB","$3.045 hourly","","","$0.6851 hourly","$5.86 hourly","","","$1.3185 hourly"
"F8","F8","16 GiB","8","2 GiB/vCPU","0","128 GiB","$0.716 hourly","","","$0.1323 hourly","$0.766 hourly","","","$0.1501 hourly"
"F80ads v7","F80ads v7","320 GiB","80","4 GiB/vCPU","0","8800 GiB","$6.86 hourly","","","$1.2677 hourly","$10.54 hourly","","","$1.9478 hourly"
"F80alds v7","F80alds v7","160 GiB","80","2 GiB/vCPU","0","8800 GiB","$5.724 hourly","","","$1.0578 hourly","$9.404 hourly","","","$1.7379 hourly"
"F80als v7","F80als v7","160 GiB","80","2 GiB/vCPU","0","0 GiB","$4.84 hourly","","","$0.8944 hourly","$8.52 hourly","","","$1.5745 hourly"
"F80amds v7","F80amds v7","640 GiB","80","8 GiB/vCPU","0","8000 GiB","$8.722 hourly","","","$1.6118 hourly","$12.402 hourly","","","$2.2919 hourly"
"F80ams v7","F80ams v7","640 GiB","80","8 GiB/vCPU","0","0 GiB","$7.16 hourly","","","$1.3232 hourly","$10.84 hourly","","","$2.0032 hourly"
"F80as v7","F80as v7","320 GiB","80","4 GiB/vCPU","0","0 GiB","$5.464 hourly","","","$1.0097 hourly","$9.144 hourly","","","$1.6898 hourly"
"F8ads v7","F8ads v7","32 GiB","8","4 GiB/vCPU","0","880 GiB","$0.686 hourly","","","$0.1268 hourly","$1.054 hourly","","","$0.1948 hourly"
"F8alds v7","F8alds v7","16 GiB","8","2 GiB/vCPU","0","880 GiB","$0.572 hourly","","","$0.1057 hourly","$0.94 hourly","","","$0.1737 hourly"
"F8als v6","F8als v6","16 GiB","8","2 GiB/vCPU","0","0 GiB","$0.484 hourly","","","$0.1049 hourly","$0.852 hourly","","","$0.1851 hourly"
"F8als v7","F8als v7","16 GiB","8","2 GiB/vCPU","0","0 GiB","$0.484 hourly","","","$0.0894 hourly","$0.852 hourly","","","$0.1575 hourly"
"F8amds v7","F8amds v7","64 GiB","8","8 GiB/vCPU","0","880 GiB","$0.872 hourly","","","$0.1611 hourly","$1.24 hourly","","","$0.2292 hourly"
"F8ams v6","F8ams v6","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.716 hourly","","","$0.1552 hourly","$1.084 hourly","","","$0.2356 hourly"
"F8ams v7","F8ams v7","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.716 hourly","","","$0.1323 hourly","$1.084 hourly","","","$0.2003 hourly"
"F8as v6","F8as v6","32 GiB","8","4 GiB/vCPU","0","0 GiB","$0.546 hourly","","","$0.1183 hourly","$0.914 hourly","","","$0.1986 hourly"
"F8as v7","F8as v7","32 GiB","8","4 GiB/vCPU","0","0 GiB","$0.546 hourly","","","$0.1009 hourly","$0.914 hourly","","","$0.1689 hourly"
"F8s","F8s","16 GiB","8","2 GiB/vCPU","0","32 GiB","$0.398 hourly","","","$0.078 hourly","$0.766 hourly","","","$0.1501 hourly"
"F8s v2","F8s v2","16 GiB","8","2 GiB/vCPU","0","64 GiB","$0.338 hourly","","","$0.0761 hourly","$0.708 hourly","","","$0.1593 hourly"
"FX12-6ms v2","FX12-6ms v2","252 GiB","12","21 GiB/vCPU","0","0 GiB","$1.328 hourly","","","$0.2787 hourly","$1.88 hourly","","","$0.3946 hourly"
"FX12mds","FX12mds","252 GiB","12","21 GiB/vCPU","0","504 GiB","$1.116 hourly","","","$0.2062 hourly","$1.668 hourly","","","$0.3082 hourly"
"FX12mds v2","FX12mds v2","252 GiB","12","21 GiB/vCPU","0","880 GiB","$1.641 hourly","","","$0.3444 hourly","$2.193 hourly","","","$0.4603 hourly"
