Name,Url,Socket,Foundry,Process Size,Package,tCaseMax,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,P-Core Boost 3.0,E-Core Frequency,Base Clock,Multiplier,Multiplier Unlocked,TDP,Minimum Power,PL1,PL2,PL2 Tau Limit,Codename,Generation,Memory Support,DDR4 Speed,DDR5 Speed,LPDDR4x Speed,LPDDR5 Speed,ECC Memory,PCI-Express,Secondary PCIe,PCH PCIe,Chipsets,# of Cores,# of Threads,Hybrid Cores,SMP # CPUs,Integrated Graphics,Cache L1,Cache L2,Cache L3,E-Core L1,E-Core L2,Transistors,Die Size,I/O Process Size,I/O Die Size,Launch Price,FP32,Voltage,Chipset,Configurable TDP,# of CCDs,Cores per CCD,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Uncore Frequency,XFR,PPT,Idle Power,Configurable TDP-down,DDR3L Speed,LPDDR3 Speed,DMI Bus Speed,QPI Links,All Core Turbo,Effective FSB,Trace L1,AVX2 Turbo,AVX-512 Turbo,AVX-512 FMA Ports,Package#,Stepping Codes,Max Power,L1 Trace,Cache Type,Min. Assured Freq.,Max. Assured Freq.,Maximum Power,High Priority Core Freq.,Low Priority Core Freq.,High Priority Cores,Low Priority Cores,OEM Launch MSRP,Retail Launch MSRP,Bundled Cooler,Boost 3.0,P-Core Turbo,TDP-down Frequency,Boost 2.0,LPDDR4 Speed,UPI Links,Max. Memory,Retail Launch,Turbo Boost 2.0,Max Turbo Power,DMI,Adjustable Multiplier,Cache L4,TDP Range,Processor Base Power,MSRP,Retail Refresh,Core Process,Cache Process,Cache Die Size,Cache Dies,NB Frequency,ACP,Retail Release,Package HBM,Max Multi Adjust,Retail Availability,3D V-Cache,LPDDR5x Speed,All P-Core Turbo,Radeon Graphics Die Size,Dedicated Graphics
AMD Athlon X2 340,https://www.techpowerup.com/cpu-specs/athlon-x2-340.c2658,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,74°C,,Desktop,End-of-life,"Oct 2nd, 2012",AD340XOKA23HJ,3.2 GHz,up to 3.6 GHz,,,100 MHz,32.0x,No,65 W,,,,,Trinity,Athlon (Trinity),DDR3-1600 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",2,2,,1,N/A,96K,1MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 4050e,https://www.techpowerup.com/cpu-specs/athlon-x2-4050e.c487,AMD Socket AM2,,65 nm,µPGA,,,Desktop,End-of-life,"Apr 21st, 2008",ADH4050IAA5DO,2.1 GHz,N/A,,,200 MHz,10.5x,No,45 W,,,,,Brisbane,Athlon 64 X2 (Brisbane),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,256K,512K,,,,154 million,126 mm²,,,,,1.15 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 4450e,https://www.techpowerup.com/cpu-specs/athlon-x2-4450e.c488,AMD Socket AM2,,65 nm,µPGA,,,Desktop,End-of-life,"Apr 21st, 2008",ADH4450IAA5DO,2.3 GHz,N/A,,,200 MHz,11.5x,No,45 W,,,,,Brisbane,Athlon 64 X2 (Brisbane),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,256K,512K,,,,154 million,126 mm²,,,,,1.15 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 450,https://www.techpowerup.com/cpu-specs/athlon-x2-450.c2636,AMD Socket FM2+,GlobalFoundries,28 nm,µPGA,72°C,,Desktop,End-of-life,"Jul 31st, 2014",AD450XYBI23JA,3.5 GHz,up to 3.9 GHz,,,100 MHz,35.0x,Yes,65 W,,,,,Kaveri,Athlon (Kaveri),DDR3-1866 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,"A88X, A85X, A78, A75, A68H",2,2,,1,N/A,128K,1MB (shared),,,,"2,411 million",245 mm²,,,,,1.275 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 4850e,https://www.techpowerup.com/cpu-specs/athlon-x2-4850e.c489,AMD Socket AM2,,65 nm,µPGA,,,Desktop,End-of-life,"Mar 5th, 2008",ADH4850IAA5DO,2.5 GHz,N/A,,,200 MHz,12.5x,No,45 W,,,,,Brisbane,Athlon 64 X2 (Brisbane),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,256K,512K,,,,154 million,126 mm²,,,,,1.15 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 5050e,https://www.techpowerup.com/cpu-specs/athlon-x2-5050e.c490,AMD Socket AM2,,65 nm,µPGA,,,Desktop,End-of-life,"Oct 21st, 2008",ADH5050IAA5DO,2.6 GHz,N/A,,,200 MHz,13.0x,No,45 W,,,,,Brisbane,Athlon 64 X2 (Brisbane),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,256K,512K,,,,154 million,126 mm²,,,,,1.15 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 6500 BE,https://www.techpowerup.com/cpu-specs/athlon-x2-6500-be.c877,AMD Socket AM2+,,65 nm,µPGA,,,Desktop,End-of-life,"Sep 8th, 2008",AD6500WCJ2BGH,2.3 GHz,N/A,,,200 MHz,11.5x,Yes,95 W,,,,,Kuma,Athlon X2 (Kuma),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,128K (per core),512K (per core),2MB (shared),,,450 million,285 mm²,,,,,1.25 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 7450,https://www.techpowerup.com/cpu-specs/athlon-x2-7450.c592,AMD Socket AM2+,,65 nm,µPGA,,,Desktop,End-of-life,"Dec 15th, 2008",AD7450WCJ2BGH,2.4 GHz,N/A,,,200 MHz,12.0x,No,95 W,,,,,Kuma,Athlon X2 (Kuma),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,128K (per core),512K (per core),2MB (shared),,,450 million,285 mm²,,,,,1.325 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 7550,https://www.techpowerup.com/cpu-specs/athlon-x2-7550.c593,AMD Socket AM2+,,65 nm,µPGA,,,Desktop,End-of-life,"Dec 15th, 2008",AD7550WCJ2BGH,2.5 GHz,N/A,,,200 MHz,12.5x,No,95 W,,,,,Kuma,Athlon X2 (Kuma),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,128K (per core),512K (per core),2MB (shared),,,450 million,285 mm²,,,,,1.325 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 7750 BE,https://www.techpowerup.com/cpu-specs/athlon-x2-7750-be.c594,AMD Socket AM2+,,65 nm,µPGA,,,Desktop,End-of-life,"Dec 15th, 2008",AD775ZWCJ2BGH,2.7 GHz,N/A,,,200 MHz,13.5x,Yes,95 W,,,,,Kuma,Athlon X2 (Kuma),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,128K (per core),512K (per core),2MB (shared),,,450 million,285 mm²,,,,,1.325 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 7850 BE,https://www.techpowerup.com/cpu-specs/athlon-x2-7850-be.c595,AMD Socket AM2+,,65 nm,µPGA,,,Desktop,End-of-life,"Apr 28th, 2009",AD785ZWCJ2BGH,2.8 GHz,N/A,,,200 MHz,14.0x,Yes,95 W,,,,,Kuma,Athlon X2 (Kuma),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,128K (per core),512K (per core),2MB (shared),,,450 million,285 mm²,,,,,1.325 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 BE-2300,https://www.techpowerup.com/cpu-specs/athlon-x2-be-2300.c484,AMD Socket AM2,,65 nm,µPGA,,,Desktop,End-of-life,"Oct 8th, 2007",ADH2300IAA5DO,1900 MHz,N/A,,,200 MHz,9.5x,No,45 W,,,,,Brisbane,Athlon 64 X2 (Brisbane),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,256K,512K,,,,154 million,126 mm²,,,,,1.25 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 BE-2350,https://www.techpowerup.com/cpu-specs/athlon-x2-be-2350.c485,AMD Socket AM2,,65 nm,µPGA,,,Desktop,End-of-life,"Oct 8th, 2007",ADH2350IAA5DO,2.1 GHz,N/A,,,200 MHz,10.5x,No,45 W,,,,,Brisbane,Athlon 64 X2 (Brisbane),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,256K,512K,,,,154 million,126 mm²,,,,,1.25 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 BE-2400,https://www.techpowerup.com/cpu-specs/athlon-x2-be-2400.c486,AMD Socket AM2,,65 nm,µPGA,,,Desktop,End-of-life,"Oct 8th, 2007",ADH2400IAA5DO,2.3 GHz,N/A,,,200 MHz,11.5x,No,45 W,,,,,Brisbane,Athlon 64 X2 (Brisbane),unknown Dual-channel,,,,,No,Gen 2,,,,2,2,,1,N/A,256K,512K,,,,154 million,126 mm²,,,,,1.25 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 QL-60,https://www.techpowerup.com/cpu-specs/athlon-x2-ql-60.c637,AMD Socket S1,,65 nm,µPGA,,,Mobile,End-of-life,"Jun 1st, 2008",AMQL60DAM22GG,1900 MHz,N/A,,,200 MHz,9.5x,No,35 W,,,,,Griffin,Athlon X2 (Griffin),unknown Dual-channel,,,,,No,,,,,2,2,,1,N/A,256K,1MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 QL-62,https://www.techpowerup.com/cpu-specs/athlon-x2-ql-62.c638,AMD Socket S1,,65 nm,µPGA,,,Mobile,End-of-life,"Sep 1st, 2008",AMQL62DAM22GG,2000 MHz,N/A,,,200 MHz,10.0x,No,25 W,,,,,Griffin,Athlon X2 (Griffin),unknown Dual-channel,,,,,No,,,,,2,2,,1,N/A,256K,1MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 QL-64,https://www.techpowerup.com/cpu-specs/athlon-x2-ql-64.c639,AMD Socket S1,,65 nm,µPGA,,,Mobile,End-of-life,"Dec 1st, 2008",AMQL64DAM22GG,2.1 GHz,N/A,,,200 MHz,10.5x,No,35 W,,,,,Griffin,Athlon X2 (Griffin),unknown Dual-channel,,,,,No,,,,,2,2,,1,N/A,256K,1MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 QL-65,https://www.techpowerup.com/cpu-specs/athlon-x2-ql-65.c640,AMD Socket S1,,65 nm,µPGA,,,Mobile,End-of-life,"Dec 1st, 2008",AMQL65DAM22GG,2.1 GHz,N/A,,,200 MHz,10.5x,No,35 W,,,,,Griffin,Athlon X2 (Griffin),unknown Dual-channel,,,,,No,,,,,2,2,,1,N/A,256K,1MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X2 QL-67,https://www.techpowerup.com/cpu-specs/athlon-x2-ql-67.c641,AMD Socket S1,,65 nm,µPGA,,,Mobile,End-of-life,"Dec 1st, 2008",AMQL67DAM22GG,2.2 GHz,N/A,,,200 MHz,11.0x,No,35 W,,,,,Griffin,Athlon X2 (Griffin),unknown Dual-channel,,,,,No,,,,,2,2,,1,N/A,256K,1MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 730,https://www.techpowerup.com/cpu-specs/athlon-x4-730.c2655,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,74°C,,Desktop,End-of-life,"Oct 2nd, 2012",AD730XOKA44HJ,2.8 GHz,up to 3.2 GHz,,,100 MHz,28.0x,No,65 W,,,,,Trinity,Athlon (Trinity),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",4,4,,1,N/A,192K,4MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 740,https://www.techpowerup.com/cpu-specs/athlon-x4-740.c2654,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,74°C,,Desktop,End-of-life,"Oct 2nd, 2012",AD740XOKHJBOX AD740XOKA44HJ,3.2 GHz,up to 3.7 GHz,,,100 MHz,32.0x,No,65 W,,,,,Trinity,Athlon (Trinity),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",4,4,,1,N/A,192K,4MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 750,https://www.techpowerup.com/cpu-specs/athlon-x4-750.c2651,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,74°C,,Desktop,End-of-life,Oct 2013,AD750XOKA44HL,3.4 GHz,up to 4 GHz,,,100 MHz,34.0x,Yes,65 W,,,,,Richland,Athlon (Richland),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",4,4,,1,N/A,192K,4MB,,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 750K,https://www.techpowerup.com/cpu-specs/athlon-x4-750k.c2653,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,74°C,,Desktop,End-of-life,"Oct 2nd, 2012",AD750KWOHJBOXAD750KWOA44HJ,3.4 GHz,up to 4 GHz,,,100 MHz,34.0x,Yes,100 W,,,,,Trinity,Athlon (Trinity),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",4,4,,1,N/A,192K,4MB (shared),,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 760K,https://www.techpowerup.com/cpu-specs/athlon-x4-760k.c2650,AMD Socket FM2,GlobalFoundries,32 nm,µPGA,74°C,,Desktop,End-of-life,"Jun 1st, 2013",AD760KWOHLBOXAD760KWOA44HL,3.8 GHz,up to 4.1 GHz,,,100 MHz,38.0x,Yes,100 W,,,,,Richland,Athlon (Richland),DDR3-1866 MHz Dual-channel,,,,,No,Gen 2,,,"A88X, A85X, A78, A75, A68H, A55",4,4,,1,N/A,192K,4MB,,,,"1,303 million",246 mm²,,,,,1.475 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 830,https://www.techpowerup.com/cpu-specs/athlon-x4-830.c2634,AMD Socket FM2+,GlobalFoundries,28 nm,µPGA,72°C,,Desktop,End-of-life,Feb 2015,AD830XYBI44JA,3 GHz,up to 3.4 GHz,,,100 MHz,30.0x,Yes,65 W,,,,,Kaveri,Athlon (Kaveri),DDR3-2133 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,"A88X, A85X, A78, A75, A68H",4,4,,1,N/A,256K,4MB,,,,"2,411 million",245 mm²,,,,,1.275 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 840,https://www.techpowerup.com/cpu-specs/athlon-x4-840.c2633,AMD Socket FM2+,GlobalFoundries,28 nm,µPGA,72°C,,Desktop,End-of-life,"Aug 12th, 2014",AD840XYBJABOXAD840XYBI44JA,3.1 GHz,up to 3.8 GHz,,,100 MHz,31.0x,Yes,65 W,,,,,Kaveri,Athlon (Kaveri),DDR3-2133 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,"A88X, A85X, A78, A75, A68H",4,4,,1,N/A,256K,4MB,,,,"2,411 million",245 mm²,,,,,1.275 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 845,https://www.techpowerup.com/cpu-specs/athlon-x4-845.c2600,AMD Socket FM2+,GlobalFoundries,28 nm,µPGA,74°C,,Desktop,End-of-life,"Feb 2nd, 2016",AD845XACI43KA,3.5 GHz,up to 3.8 GHz,,,100 MHz,35.0x,Yes,65 W,,,,,Carrizo,Athlon (Carrizo),DDR3-2133 MHz Dual-channel,,,,,No,"Gen 3, 8 Lanes(CPU only)",,,"A88X, A85X, A78, A75, A68H",4,4,,1,N/A,320K,2MB,,,,"3,100 million",250 mm²,,,,,1.275 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 850,https://www.techpowerup.com/cpu-specs/athlon-x4-850.c2629,AMD Socket FM2+,GlobalFoundries,28 nm,µPGA,,90°C,Desktop,End-of-life,Jul 2015,AD835XACI43KA,3.2 GHz,up to 3.9 GHz,,,100 MHz,32.0x,Yes,65 W,,,,,Godaveri,Athlon (Godaveri),DDR3-2133 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,"A88X, A85X, A78, A75, A68H",4,4,,1,N/A,256K,4MB,,,,"2,411 million",245 mm²,,,,,1.275 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 860K,https://www.techpowerup.com/cpu-specs/athlon-x4-860k.c2632,AMD Socket FM2+,GlobalFoundries,28 nm,µPGA,72°C,,Desktop,End-of-life,"Aug 12th, 2014",AD860KXBJABOXAD860KWOHLBOXAD860KXBJASBXAD860KXBI44JA,3.7 GHz,up to 4 GHz,,,100 MHz,37.0x,Yes,95 W,,,,,Kaveri,Athlon (Kaveri),DDR3-2133 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,"A88X, A85X, A78, A75, A68H",4,4,,1,N/A,256K,4MB,,,,"2,411 million",245 mm²,,,,,1.275 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 870K,https://www.techpowerup.com/cpu-specs/athlon-x4-870k.c2630,AMD Socket FM2+,GlobalFoundries,28 nm,µPGA,72°C,,Desktop,End-of-life,Dec 2015,AD870KXBJCSBXAD870KXBI44JC,3.9 GHz,up to 4.1 GHz,,,100 MHz,39.0x,Yes,95 W,,,,,Godaveri,Athlon (Godaveri),DDR3-2133 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,"A88X, A85X, A78, A75, A68H",4,4,,1,N/A,256K,4MB,,,,"2,411 million",245 mm²,,,,,1.275 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 880K,https://www.techpowerup.com/cpu-specs/athlon-x4-880k.c2631,AMD Socket FM2+,GlobalFoundries,28 nm,µPGA,72°C,,Desktop,End-of-life,Dec 2015,AD880KXBJCSBX,4 GHz,up to 4.2 GHz,,,100 MHz,40.0x,Yes,95 W,,,,,Godaveri,Athlon (Godaveri),DDR3-2133 MHz Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,"A88X, A85X, A78, A75, A68H",4,4,,1,N/A,256K,4MB,,,,"2,411 million",245 mm²,,,,,1.275 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 940,https://www.techpowerup.com/cpu-specs/athlon-x4-940.c1963,AMD Socket AM4,GlobalFoundries,28 nm,µOPGA-1331,,90°C,Desktop,Active,"Jul 27th, 2017",AD940XAGM44AB,3.2 GHz,up to 3.6 GHz,,,100 MHz,32.0x,No,65 W,,,,,Bristol Ridge,Athlon (Bristol Ridge),DDR4-2400 MHz Dual-channel,,,,,No,"Gen 3, 8 Lanes(CPU only)",,,"X370, B350, A320",4,4,,1,N/A,320K,2MB,,,,"3,100 million",250 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 950,https://www.techpowerup.com/cpu-specs/athlon-x4-950.c1962,AMD Socket AM4,GlobalFoundries,28 nm,µOPGA-1331,,90°C,Desktop,Active,"Jul 27th, 2017",AD950XAGM44AB,3.5 GHz,up to 3.8 GHz,,,100 MHz,35.0x,No,65 W,,,,,Bristol Ridge,Athlon (Bristol Ridge),DDR4-2400 MHz Dual-channel,,,,,No,"Gen 3, 8 Lanes(CPU only)",,,"X370, B350, A320",4,4,,1,N/A,320K,2MB,,,,"3,100 million",250 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon X4 970,https://www.techpowerup.com/cpu-specs/athlon-x4-970.c1961,AMD Socket AM4,GlobalFoundries,28 nm,µOPGA-1331,,90°C,Desktop,Active,"Jul 27th, 2017",AD970XAUABBOXAD970XAUM44AB,3.8 GHz,up to 4 GHz,,,100 MHz,38.0x,No,65 W,,,,,Bristol Ridge,Athlon (Bristol Ridge),DDR4-2400 MHz Dual-channel,,,,,No,"Gen 3, 8 Lanes(CPU only)",,,"X370, B350, A320",4,4,,1,N/A,320K,2MB,,,,"3,100 million",250 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon XP 1500+,https://www.techpowerup.com/cpu-specs/athlon-xp-1500.c121,AMD Socket A,,180 nm,µPGA,,,Desktop,End-of-life,"Oct 9th, 2001",AX1500DMT3C,1333 MHz,N/A,,,133 MHz,10.0x,No,60 W,,,,,Palomino,Athlon XP (Palomino),unknown,,,,,No,,,,,1,1,,1,N/A,128K,256K,,,,63 million,150 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon XP 1600+,https://www.techpowerup.com/cpu-specs/athlon-xp-1600.c120,AMD Socket A,,180 nm,µPGA,,,Desktop,End-of-life,"Oct 9th, 2001",AX1600DMT3C,1400 MHz,N/A,,,133 MHz,10.5x,No,63 W,,,,,Palomino,Athlon XP (Palomino),unknown,,,,,No,,,,,1,1,,1,N/A,128K,256K,,,,37 million,150 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon XP 1600+,https://www.techpowerup.com/cpu-specs/athlon-xp-1600.c114,AMD Socket A,,130 nm,µPGA,,,Desktop,End-of-life,"Jan 1st, 2001",AXDA1600DUT3C,1400 MHz,N/A,,,133 MHz,10.5x,No,49 W,,,,,Thoroughbred,Athlon XP (Thoroughbred-B),unknown,,,,,No,,,,,1,1,,1,N/A,128K,256K,,,,37 million,80 mm²,,,,,1.6 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon XP 1700+,https://www.techpowerup.com/cpu-specs/athlon-xp-1700.c113,AMD Socket A,,130 nm,µPGA,,,Desktop,End-of-life,"Jan 1st, 2001",AXDA1700DLT3C,1467 MHz,N/A,,,133 MHz,11.0x,No,50 W,,,,,Thoroughbred,Athlon XP (Thoroughbred-B),unknown,,,,,No,,,,,1,1,,1,N/A,128K,256K,,,,37 million,80 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon XP 1700+,https://www.techpowerup.com/cpu-specs/athlon-xp-1700.c119,AMD Socket A,,180 nm,µPGA,,,Desktop,End-of-life,"Oct 9th, 2001",AX1700DMT3C,1467 MHz,N/A,,,133 MHz,11.0x,No,64 W,,,,,Palomino,Athlon XP (Palomino),unknown,,,,,No,,,,,1,1,,1,N/A,128K,256K,,,,37 million,150 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon XP 1700+,https://www.techpowerup.com/cpu-specs/athlon-xp-1700.c112,AMD Socket A,,130 nm,µPGA,,,Desktop,End-of-life,"Jan 1st, 2001",AXDA1700DUT3C,1467 MHz,N/A,,,133 MHz,11.0x,No,50 W,,,,,Thoroughbred,Athlon XP (Thoroughbred-B),unknown,,,,,No,,,,,1,1,,1,N/A,128K,256K,,,,37 million,80 mm²,,,,,1.6 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Athlon XP 1800+,https://www.techpowerup.com/cpu-specs/athlon-xp-1800.c110,AMD Socket A,,130 nm,µPGA,,,Desktop,End-of-life,"Jun 10th, 2002",AXDA1800DUT3C,1533 MHz,N/A,,,133 MHz,11.5x,No,51 W,,,,,Thoroughbred,Athlon XP (Thoroughbred-B),unknown,,,,,No,,,,,1,1,,1,N/A,128K,256K,,,,37 million,80 mm²,,,,,1.6 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
